player,prediction,assessment,final
Albert Connell,14.854924400563688,18.66,12.27
Amani Toomer,13.152775963063688,12.516666666666667,15.86
Andre Hastings,5.801213463063688,3.34,8.610000000000001
Andre Reed,10.253850181813688,9.12,7.333333333333333
Antonio Freeman,14.746525963063688,16.860000000000003,13.290000000000001
Bill Schroeder,12.835393150563688,14.059999999999999,12.436363636363637
Bobby Engram,10.525822838063688,8.266666666666667,15.819999999999999
Carl Pickens,10.218693931813688,9.35,10.883999999999997
Corey Bradford,8.487248619313688,8.139999999999999,9.777777777777779
Cris Carter,12.950627525563688,13.383333333333333,23.533333333333328
Darnay Scott,13.892033775563688,12.966666666666667,14.933333333333334
David Boston,8.372014244313688,6.616666666666667,6.3999999999999995
Dedric Ward,8.735783775563688,8.316666666666666,4.1
Derrick Mayes,11.403752525563688,11.940000000000001,14.520000000000001
Ed McCaffrey,13.025822838063688,16.933333333333334,12.577777777777778
Eddie Kennison,12.876408775563688,13.680000000000001,9.281818181818181
Eric Moulds,13.637150963063688,15.483333333333334,13.95
Ernie Mills,8.095402916188688,5.74,5.616666666666667
Frank Sanders,12.719670494313688,10.283333333333333,12.744444444444445
Ike Hilliard,11.336369713063688,12.199999999999998,11.8
Isaac Bruce,16.14984627556369,24.099999999999998,14.819999999999999
J.J. Stokes,7.433537681813688,4.500000000000001,7.544444444444445
Jacquez Green,6.599553306813688,4.08,11.954545454545455
Jake Reed,9.824650963063688,9.950000000000001,8.657142857142858
James Jett,8.437932213063688,7.166666666666668,7.022222222222222
Jerry Rice,11.732854088063688,10.35,11.92
Jimmy Smith,14.675236900563688,15.233333333333333,22.220000000000002
Justin Armour,8.264592369313688,7.68,9.55
Keenan McCardell,12.037541588063688,10.916666666666666,13.16
Keith Poole,9.493596275563688,10.36,10.719999999999999
Kevin Dyson,13.049260338063688,14.433333333333337,5.749999999999999
Kevin Johnson,11.395940025563688,12.25,13.65
Kevin Lockett,7.598576744313688,5.24,7.050000000000001
Keyshawn Johnson,15.077580650563688,16.233333333333334,15.720000000000002
Marcus Robinson,11.093205650563688,11.483333333333334,20.91
Marvin Harrison,19.61273690056369,26.939999999999998,19.72727272727273
Michael Westbrook,14.208440025563688,19.14,13.081818181818182
Muhsin Muhammad,15.642033775563688,19.02,17.22
O.J. McDuffie,11.870549400563688,11.7,6.3
Qadry Ismail,11.433049400563688,10.2,14.899999999999999
Randy Moss,14.080510338063688,17.616666666666667,19.098
Rocket Ismail,13.920354088063688,16.979999999999997,14.163636363636364
Sean Dawkins,9.508244713063688,9.540000000000001,13.590909090909092
Shawn Jefferson,9.535588463063688,9.466666666666667,9.88888888888889
Terance Mathis,12.942815025563688,12.366666666666667,14.440000000000001
Terrell Owens,11.972111900563688,13.74,9.855555555555556
Terry Glenn,17.75140877556369,21.720000000000002,11.8875
Terry Mickens,5.614690025563688,3.0199999999999996,4.142857142857143
Tim Brown,13.859807213063688,14.700000000000001,17.259999999999998
Tony Martin,13.947697838063688,16.380000000000003,11.82
Willie Jackson,8.106877525563688,6.4,5.1
Yancey Thigpen,13.728947838063688,16.639999999999997,8.319999999999999
Albert Connell,9.306096275563688,8.383333333333333,11.842857142857142
Amani Toomer,10.909611900563688,9.750000000000002,18.4
Antonio Freeman,11.644963463063688,13.266666666666666,14.011111111111113
Az-Zahir Hakim,10.507268150563688,11.06,8.9
Bill Schroeder,11.400822838063688,12.679999999999998,12.46
Charles Johnson,10.391057213063688,10.483333333333334,11.233333333333333
Cris Carter,12.150822838063688,11.479999999999999,19.818181818181817
Darrell Jackson,10.162541588063688,9.983333333333333,9.629999999999999
David Boston,14.525822838063688,17.740000000000002,12.618181818181819
David Patten,10.384221275563688,10.1,7.683333333333334
Dedric Ward,10.022893150563688,8.98,9.954545454545455
Dennis Northcutt,6.707707603688688,4.6000000000000005,6.322222222222223
Donald Driver,7.784123619313688,6.5,3.871428571428571
Donald Hayes,12.135197838063688,14.180000000000001,10.370000000000001
Ed McCaffrey,14.249455650563688,15.566666666666668,19.33
Eddie Kennison,8.422307213063688,7.666666666666667,8.309999999999999
Eric Moulds,15.227971275563688,16.28,16.14545454545454
Frank Sanders,13.096135338063688,14.8,8.263636363636364
Herman Moore,7.948674400563688,6.279999999999999,7.175
Hines Ward,8.893498619313688,7.1,9.888888888888891
Ike Hilliard,12.580510338063688,14.100000000000001,12.374999999999998
Irving Fryar,8.511174400563688,7.266666666666666,10.474999999999998
Isaac Bruce,16.42523690056369,24.080000000000002,15.163636363636364
Jacquez Green,11.865666588063688,12.25,6.8999999999999995
James McKnight,9.950627525563688,9.34,10.79
James Thrash,7.500920494313688,6.26,11.355555555555556
Jeremy McDaniel,9.340275963063688,11.040000000000001,6.318181818181818
Jerome Pathon,10.593205650563688,10.26,8.16
Jerry Rice,11.862736900563688,13.299999999999997,11.349999999999998
Joe Horn,15.366643150563688,18.020000000000003,16.990909090909092
Keenan McCardell,17.22699471306369,19.033333333333335,12.45
Kevin Johnson,8.535100181813688,6.7,8.261999999999999
Keyshawn Johnson,11.058049400563688,9.616666666666665,14.52
Leslie Shepherd,7.989690025563688,6.860000000000001,9.942857142857141
Mac Cody,5.946232994313688,3.22,2.3000000000000003
MarTay Jenkins,4.860776146169156,0.9400000000000001,3.3111111111111113
Marcus Robinson,14.454533775563688,17.76,11.483333333333334
Marvin Harrison,17.88422127556369,23.46,18.90909090909091
Muhsin Muhammad,12.072697838063688,12.48,17.736363636363635
Oronde Gadsden,8.988713463063688,9.700000000000001,11.24
Peerless Price,8.306096275563688,6.459999999999999,10.100000000000001
Peter Warrick,10.259709556813688,9.120000000000001,10.30909090909091
R. Jay Soward,5.177678306813688,1.6199999999999999,5.220000000000001
Randy Moss,14.784611900563688,20.6,18.927272727272726
Reidel Anthony,6.273869713063688,5.52,6.92
Rod Smith,16.81000252556369,19.866666666666667,20.29
Sean Dawkins,9.601506431813688,7.6,12.809999999999999
Shawn Jefferson,12.688908775563688,12.816666666666668,9.675
Sylvester Morris,11.049260338063688,12.34,6.733999999999999
Terance Mathis,11.479436119313688,9.766666666666666,10.422222222222222
Terrell Owens,18.31586190056369,23.96,21.93333333333333
Terry Glenn,15.001408775563688,16.266666666666666,11.76
Tim Brown,14.683049400563688,18.560000000000002,14.836363636363636
Tony Simmons,5.531682213063688,3.7600000000000002,4.859999999999999
Torry Holt,13.436955650563688,18.42,16.918181818181818
Troy Brown,11.517033775563688,12.383333333333333,12.969999999999999
Wayne Chrebet,12.051213463063688,11.76,13.781818181818181
Amani Toomer,11.821721275563688,11.350000000000001,13.809999999999999
Antonio Freeman,10.599065025563688,10.333333333333334,10.73
Az-Zahir Hakim,9.591252525563688,10.133333333333333,4.071111111111112
Bill Schroeder,11.957463463063688,15.819999999999999,13.366666666666667
Bobby Engram,7.362981041188688,5.38,4.677777777777778
Brandon Stokley,7.977238853688688,5.6,5.3125
Corey Bradford,7.936955650563688,6.716666666666668,7.4142857142857155
Cris Carter,12.409611900563688,14.233333333333334,10.709999999999999
Curtis Conway,10.503361900563688,11.366666666666667,16.69
Darnay Scott,10.149846275563688,9.100000000000001,10.7
Darrell Jackson,10.252385338063688,8.54,16.754545454545454
David Boston,15.114690025563688,17.18,20.127272727272725
David Patten,11.355900963063688,13.516666666666666,9.544444444444444
David Terrell,7.096623619313688,5.32,6.627272727272726
Dez White,6.185246666188688,2.9199999999999995,8.133333333333333
Donald Hayes,10.714299400563688,10.066666666666666,7.033333333333333
Eddie Kennison,8.394963463063688,7.08,7.083333333333333
Eric Moulds,10.016057213063688,9.72,12.463636363636363
Frank Sanders,8.821721275563688,7.839999999999999,8.177777777777777
Isaac Bruce,12.360783775563688,12.4,13.45
Isaac Byrd,7.024602134938688,4.95,8.9
J.J. Stokes,7.664982994313688,5.880000000000001,12.51
JaJuan Dawson,7.338078697438688,4.9,5.266666666666667
Jacquez Green,10.821721275563688,10.72,4.766666666666667
Jake Reed,6.478215416188688,3.966666666666667,5.012499999999999
James McKnight,8.456486900563688,7.5200000000000005,9.245454545454544
James Thrash,12.357854088063688,14.580000000000002,12.510000000000002
Jeff Graham,13.286565025563688,14.24,11.183333333333332
Jerry Rice,12.589299400563688,14.2,16.35454545454546
Joe Horn,11.943791588063688,9.799999999999999,19.35454545454546
Joe Jurevicius,10.781682213063688,10.716666666666669,8.799999999999999
Keenan McCardell,10.251408775563688,8.879999999999999,17.599999999999998
